answer,count,cluster,sentiment,corrected,question,code
рекорд,1,рекорд,positives,рекорд,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
рекордный,1,рекорд,positives,рекордный,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
релиз,1,релиз,neutrals,релиз,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
релокация,1,релокация,neutrals,релокация,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
ритмичный,1,ритмичный,neutrals,ритмичный,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
санкции,1,санкции,negatives,санкции,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
свет в конце туннеля,1,свет в конце туннеля,neutrals,свет в конце туннеля,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
сложно,1,сложный,neutrals,сложно,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
сложный,1,сложный,neutrals,сложный,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
сложности и работа,1,сложности и работа,neutrals,сложности и работа,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
снова тираж,1,снова тираж,neutrals,снова тираж,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
специальная операция,1,специальная операция,neutrals,специальная операция,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
тревожно,1,тревожность,negatives,тревожно,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
тревожность,1,тревожность,negatives,тревожность,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
холодно,1,холодно,neutrals,холодно,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
хорршие),1,хорошие,positives,хорошие,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
хочу пить,1,хочу пить,neutrals,хочу пить,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
хочу спать,1,хочу пить,neutrals,хочу спать,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,28130
аккредитация в системе росатом,1,аккредитация в системе росатом,neutrals,аккредитация в системе росатом,Какие формы обучения самые эффективные / желанные?,26957
аудиокнига,1,аудиокнига,neutrals,аудиокнига,Какие формы обучения самые эффективные / желанные?,26957
больше встреч,1,встречи,neutrals,больше встреч,Какие формы обучения самые эффективные / желанные?,26957
встречи,1,встречи,neutrals,встречи,Какие формы обучения самые эффективные / желанные?,26957
в тикток,1,в тикток,neutrals,в тикток,Какие формы обучения самые эффективные / желанные?,26957
вебинар,1,семинар,neutrals,семинар,Какие формы обучения самые эффективные / желанные?,26957
вебинар в записи,1,семинар,neutrals,семинар в записи,Какие формы обучения самые эффективные / желанные?,26957
видео,1,видео,neutrals,видео,Какие формы обучения самые эффективные / желанные?,26957
всё формы важны,1,все формы важны,neutrals,все формы важны,Какие формы обучения самые эффективные / желанные?,26957
выездное обучение,1,выездное обучение,neutrals,выездное обучение,Какие формы обучения самые эффективные / желанные?,26957
выездные сессии,1,выездное обучение,neutrals,выездные сессии,Какие формы обучения самые эффективные / желанные?,26957
геймофикация,2,геймификация,neutrals,геймификация,Какие формы обучения самые эффективные / желанные?,26957
групповой коучинг,1,групповой коучинг,neutrals,групповой коучинг,Какие формы обучения самые эффективные / желанные?,26957
диалоги,1,диалоги,neutrals,диалоги,Какие формы обучения самые эффективные / желанные?,26957
живое общение,1,очное,neutrals,живое общение,Какие формы обучения самые эффективные / желанные?,26957
живые кейсы,1,живые практики,neutrals,живые кейсы,Какие формы обучения самые эффективные / желанные?,26957
кейсы,1,кейсы,neutrals,кейсы,Какие формы обучения самые эффективные / желанные?,26957
разборы кейсов,1,кейсы,neutrals,разборы кейсов,Какие формы обучения самые эффективные / желанные?,26957
решение кейсов,1,кейсы,neutrals,решение кейсов,Какие формы обучения самые эффективные / желанные?,26957
живые практики,1,живые практики,neutrals,живые практики,Какие формы обучения самые эффективные / желанные?,26957
игры,1,игры,neutrals,игры,Какие формы обучения самые эффективные / желанные?,26957
интерактивная,1,интерактивные занятия,neutrals,интерактивная,Какие формы обучения самые эффективные / желанные?,26957
интерактивные занятия,1,интерактивные занятия,neutrals,интерактивные занятия,Какие формы обучения самые эффективные / желанные?,26957
коллоборации с обр.учреждениям,1,коллаборации с образовательными учреждениями,neutrals,коллаборации с образовательными учреждениями,Какие формы обучения самые эффективные / желанные?,26957
комиксы,1,комиксы,neutrals,комиксы,Какие формы обучения самые эффективные / желанные?,26957
конференции,1,конференции,neutrals,конференции,Какие формы обучения самые эффективные / желанные?,26957
конференция,2,конференции,neutrals,конференция,Какие формы обучения самые эффективные / желанные?,26957
конференции в очном формате,1,конференция очная,neutrals,конференции в очном формате,Какие формы обучения самые эффективные / желанные?,26957
конференция очная,1,конференция очная,neutrals,конференция очная,Какие формы обучения самые эффективные / желанные?,26957
лекция,1,лекция,neutrals,лекция,Какие формы обучения самые эффективные / желанные?,26957
мастерклассы,1,мастер классы,neutrals,мастер классы,Какие формы обучения самые эффективные / желанные?,26957
мастермайнд,1,мастермайнд,neutrals,мастермайнд,Какие формы обучения самые эффективные / желанные?,26957
наглядные,1,наглядные,positives,наглядные,Какие формы обучения самые эффективные / желанные?,26957
небольшими группами,1,небольшими группами,neutrals,небольшими группами,Какие формы обучения самые эффективные / желанные?,26957
некие скайп беседы,1,некие скайп беседы,neutrals,некие скайп беседы,Какие формы обучения самые эффективные / желанные?,26957
нужна теория и проверка знаний,1,нужна теория и проверка знаний,neutrals,нужна теория и проверка знаний,Какие формы обучения самые эффективные / желанные?,26957
обмен опытом,4,обмен опытом,positives,обмен опытом,Какие формы обучения самые эффективные / желанные?,26957
обучение-практика,1,практикумы,neutrals,обучение практика,Какие формы обучения самые эффективные / желанные?,26957
практика,4,практикумы,neutrals,практика,Какие формы обучения самые эффективные / желанные?,26957
практикум,1,практикумы,neutrals,практикум,Какие формы обучения самые эффективные / желанные?,26957
практикумы,6,практикумы,neutrals,практикумы,Какие формы обучения самые эффективные / желанные?,26957
практические,1,практикумы,neutrals,практические,Какие формы обучения самые эффективные / желанные?,26957
практические занятия,1,практикумы,neutrals,практические занятия,Какие формы обучения самые эффективные / желанные?,26957
с практикой,1,практикумы,neutrals,с практикой,Какие формы обучения самые эффективные / желанные?,26957
эмпирические,1,практикумы,neutrals,эмпирические,Какие формы обучения самые эффективные / желанные?,26957
он лайн обучение,1,онлайн,neutrals,онлайн обучение,Какие формы обучения самые эффективные / желанные?,26957
онлайн,1,онлайн,neutrals,онлайн,Какие формы обучения самые эффективные / желанные?,26957
офлайн,1,очное,neutrals,офлайн,Какие формы обучения самые эффективные / желанные?,26957
очная,7,очное,neutrals,очная,Какие формы обучения самые эффективные / желанные?,26957
очная форма,1,очное,neutrals,очная форма,Какие формы обучения самые эффективные / желанные?,26957
очно,1,очное,neutrals,очно,Какие формы обучения самые эффективные / желанные?,26957
очное,2,очное,neutrals,очное,Какие формы обучения самые эффективные / желанные?,26957
очное живое общение,1,очное,neutrals,очное живое общение,Какие формы обучения самые эффективные / желанные?,26957
очное обучение,3,очное,neutrals,очное обучение,Какие формы обучения самые эффективные / желанные?,26957
очное участие с отработкой нав,1,очные практикумы,neutrals,очное участие с отработкой навыков,Какие формы обучения самые эффективные / желанные?,26957
очное!!!!! /,1,очное,neutrals,очное,Какие формы обучения самые эффективные / желанные?,26957
очные,12,очное,neutrals,очные,Какие формы обучения самые эффективные / желанные?,26957
очные встречи,3,очное,positives,очные встречи,Какие формы обучения самые эффективные / желанные?,26957
очные обучения глаза в глаза,1,очное,neutrals,очные обучения глаза в глаза,Какие формы обучения самые эффективные / желанные?,26957
очные практикумы,1,очные практикумы,neutrals,очные практикумы,Какие формы обучения самые эффективные / желанные?,26957
очные с мастер - классами,1,очные с мастер классами,neutrals,очные с мастер классами,Какие формы обучения самые эффективные / желанные?,26957
очные с практическими примерам,1,очные практикумы,neutrals,очные с практическими примерами,Какие формы обучения самые эффективные / желанные?,26957
очные семинары,1,очные семинары,neutrals,очные семинары,Какие формы обучения самые эффективные / желанные?,26957
очные сессии вне раб. места,1,очные сессии вне рабочего места,neutrals,очные сессии вне рабочего места,Какие формы обучения самые эффективные / желанные?,26957
очные тренинги,1,очные практикумы,neutrals,очные тренинги,Какие формы обучения самые эффективные / желанные?,26957
очные/неформальные,1,очные неформальные,neutrals,очные неформальные,Какие формы обучения самые эффективные / желанные?,26957
очно-заочные,1,очно заочные,neutrals,очно заочные,Какие формы обучения самые эффективные / желанные?,26957
очные в малых группах с кейсам,1,очные в малых группах с кейсами,neutrals,очные в малых группах с кейсами,Какие формы обучения самые эффективные / желанные?,26957
поведенческий практикум,1,поведенческий практикум,neutrals,поведенческий практикум,Какие формы обучения самые эффективные / желанные?,26957
полное зам-е рук-ля во время е,1,полное замещение руководителя во время е,neutrals,полное замещение руководителя во время е,Какие формы обучения самые эффективные / желанные?,26957
презентация,1,презентация,neutrals,презентация,Какие формы обучения самые эффективные / желанные?,26957
применят ит и ии,1,применят информационные технологии и искусственный интеллект,neutrals,применят информационные технологии и искусственный интеллект,Какие формы обучения самые эффективные / желанные?,26957
работа на площадке,1,работа на площадке,neutrals,работа на площадке,Какие формы обучения самые эффективные / желанные?,26957
рекорд,1,рекорд,neutrals,рекорд,Какие формы обучения самые эффективные / желанные?,26957
решения проблем лр,1,решения проблем лр,neutrals,решения проблем лр,Какие формы обучения самые эффективные / желанные?,26957
свободная,1,свободная,neutrals,свободная,Какие формы обучения самые эффективные / желанные?,26957
сенимары,1,семинар,neutrals,семинары,Какие формы обучения самые эффективные / желанные?,26957
смешанные,1,смешанные,neutrals,смешанные,Какие формы обучения самые эффективные / желанные?,26957
тесты с рандомными ответами,1,тесты с рандомными ответами,neutrals,тесты с рандомными ответами,Какие формы обучения самые эффективные / желанные?,26957
тренинг,1,практикумы,neutrals,тренинг,Какие формы обучения самые эффективные / желанные?,26957
тренинги,3,практикумы,neutrals,тренинги,Какие формы обучения самые эффективные / желанные?,26957
факультативные проекты,1,факультативные проекты,neutrals,факультативные проекты,Какие формы обучения самые эффективные / желанные?,26957
фокус группы.,1,фокус группы,neutrals,фокус группы,Какие формы обучения самые эффективные / желанные?,26957
форумы,1,форумы,neutrals,форумы,Какие формы обучения самые эффективные / желанные?,26957
"""все лучше чем мы ожидали""",1,все лучше чем мы ожидали,positives,все лучше чем мы ожидали,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
1- строительство бн1200,1,реактор на быстрых нейтронах 1200,neutrals,1 строительство бн1200,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
бн1200,1,реактор на быстрых нейтронах 1200,neutrals,бн1200,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
бн-1200,2,реактор на быстрых нейтронах 1200,neutrals,реактор на быстрых нейтронах 1200,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
строительство бн-1200,1,реактор на быстрых нейтронах 1200,neutrals,строительство реактор на быстрых нейтронах 1200,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
2- присоединение зап.аэс,1,2 присоединение зап аэс,neutrals,2 присоединение зап аэс,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
3- развитие потен-ла молодежи,1,3 развитие потенциала молодежи,positives,3 развитие потенциала молодежи,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
раскрытие потенциала человека,2,раскрытие потенциала человека,positives,раскрытие потенциала человека,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
баэс,1,баэс,neutrals,баэс,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
безопасность,9,безопасность,positives,безопасность,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
безопасность,1,безопасность,positives,безопасность,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
видение 2030,1,видение 2030,neutrals,видение 2030,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
достижение видения 2030,1,видение 2030,positives,достижение видения 2030,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
внимание к молодежи,1,внимание к молодежи,neutrals,внимание к молодежи,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
выполнение планов,1,выполнение планов,neutrals,выполнение планов,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
единство,1,объединение,positives,единство,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
объединение,1,объединение,neutrals,объединение,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
заинтересованность в каждом,1,заинтересованность в каждом,positives,заинтересованность в каждом,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
запорожская аэс,1,запорожская аэс,neutrals,запорожская аэс,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
зил под,1,зил под,neutrals,зил под,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
кбп,1,кбп,neutrals,кбп,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
команда,1,команда,neutrals,команда,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
культура безопасности,7,безопасность,positives,культура безопасности,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
причастность к безопасности,1,безопасность,neutrals,причастность к безопасности,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
лидерство в стране и мире,1,лидерство в стране и мире,positives,лидерство в стране и мире,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
лидер изменений,1,лидер изменений,neutrals,лидер изменений,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
люди и города,3,люди и города,neutrals,люди и города,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
мобилизация,2,мобилизация,neutrals,мобилизация,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
новые возможности,1,новые возможности,positives,новые возможности,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
охрана труда,1,охрана труда,neutrals,охрана труда,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
подорожание жилья,1,подорожание жилья,neutrals,подорожание жилья,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
помощь,1,помощь,positives,помощь,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
потенциал - человек,1,раскрытие потенциала человека,neutrals,потенциал человек,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
развитие,2,развитие,positives,развитие,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
развитие иработа над проектами,1,развитие и работа над проектами,positives,развитие и работа над проектами,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
расширение кадров,1,расширение кадров,neutrals,расширение кадров,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
реализация себя,1,реализация себя,positives,реализация себя,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
севморпуть,1,севморпуть,neutrals,севморпуть,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
семья,1,семья,neutrals,семья,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
стратегия,1,стратегия,neutrals,стратегия,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
строительство 5 блока,1,строительство 5 блока,neutrals,строительство 5 блока,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
уверенность в завтрашнем дне,1,уверенность в завтрашнем дне,positives,уверенность в завтрашнем дне,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627
вести проект,1,вести проект,neutrals,вести проект,Что у проектной команды получается хорошо?,24747
взаимодействие с пользователям,1,коммуникации,neutrals,взаимодействие с пользователями,Что у проектной команды получается хорошо?,24747
взвешенные решения,1,принять правильное решение,positives,взвешенные решения,Что у проектной команды получается хорошо?,24747
догонять,1,догонять,neutrals,догонять,Что у проектной команды получается хорошо?,24747
клиентоориентированность,1,клиентоориентированность,neutrals,клиентоориентированность,Что у проектной команды получается хорошо?,24747
коммуникации,1,коммуникации,neutrals,коммуникации,Что у проектной команды получается хорошо?,24747
коммуницировать с заказчиком,1,коммуникации,neutrals,коммуницировать с заказчиком,Что у проектной команды получается хорошо?,24747
назначать совещания!,1,назначать совещания,neutrals,назначать совещания,Что у проектной команды получается хорошо?,24747
собиратьсовещания,1,назначать совещания,neutrals,собирать совещания,Что у проектной команды получается хорошо?,24747
настраивать компьютер,1,настраивать компьютер,neutrals,настраивать компьютер,Что у проектной команды получается хорошо?,24747
находить причины - чтобы обосн,1,находить причины чтобы обосновать,neutrals,находить причины чтобы обосновать,Что у проектной команды получается хорошо?,24747
не укладываться в срок,1,переносить сроки,negatives,не укладываться в срок,Что у проектной команды получается хорошо?,24747
переносить сроки,1,переносить сроки,neutrals,переносить сроки,Что у проектной команды получается хорошо?,24747
переносить сроки вправо,1,переносить сроки,neutrals,переносить сроки вправо,Что у проектной команды получается хорошо?,24747
обратная связь,1,обратная связь,neutrals,обратная связь,Что у проектной команды получается хорошо?,24747
описывать подходы к разработке,1,описывать подходы к разработке,neutrals,описывать подходы к разработке,Что у проектной команды получается хорошо?,24747
повторять«этодоптребование»,1,повторять это дополнительное требование,neutrals,повторять это дополнительное требование,Что у проектной команды получается хорошо?,24747
помогать,1,помогать,positives,помогать,Что у проектной команды получается хорошо?,24747
принять правильное решение,1,принять правильное решение,positives,принять правильное решение,Что у проектной команды получается хорошо?,24747
работа в команде,1,работа в команде,neutrals,работа в команде,Что у проектной команды получается хорошо?,24747
совместная работа над проектом,1,вести проект,neutrals,совместная работа над проектом,Что у проектной команды получается хорошо?,24747
разработки,1,разработки,neutrals,разработки,Что у проектной команды получается хорошо?,24747
средне,1,средне,neutrals,средне,Что у проектной команды получается хорошо?,24747
обр-ка обращ.,1,обработка обращений,neutrals,обработка обращений,Что у проектной команды получается хорошо?,24747
устр. Замечаний,1,устранение замечаний,neutrals,устранение замечаний,Что у проектной команды получается хорошо?,24747
формулировать задачи,1,формулировать задачи,neutrals,формулировать задачи,Что у проектной команды получается хорошо?,24747
бюрократию,1,бюрократию,context cluster,дебюрократизация,Что нам не удалось за 4 года?,23571
бюрократия,14,бюрократия,context cluster,дебюрократизация,Что нам не удалось за 4 года?,23571
мало внешних продуктов,1,мало внешних продуктов,context cluster,продуктизация,Что нам не удалось за 4 года?,23571
показать практический результа,1,показать практический результат,context cluster,нет результата,Что нам не удалось за 4 года?,23571
результат,1,результат,context cluster,нет результата,Что нам не удалось за 4 года?,23571
создание раб.групп для контрол,1,создание рабочих групп для контроля,neutrals,создание рабочих групп для контроля,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
сократить дублирование,1,сократить дублирование,positives,сократить дублирование,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
травмы и работать над ней,1,травмы и работать над ней,negatives,травмы и работать над ней,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
убедить работника что его жиз,1,убедить работника что его жизнь,neutrals,убедить работника что его жизнь,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
улучшать качество работы,1,улучшать качество работы,positives,улучшать качество работы,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
уменьшение бюрократии,1,уменьшение бюрократии,positives,уменьшение бюрократии,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
упростить бюрократич. нагрузку,1,уменьшение бюрократии,positives,упростить бюрократическую нагрузку,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
участие в жизни работника,1,участие в жизни работника,neutrals,участие в жизни работника,"Вопрос 7. Что должны сделать Лидеры безопасности, чтобы снизить травматизм?",19749
быстро,1,быстро,neutrals,быстро,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
в последний момент,1,в последний момент,neutrals,в последний момент,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
гармонично,1,гармонично,positives,гармонично,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
душный,1,душный,negatives,душный,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
зима близко,1,зима близко,neutrals,зима близко,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
легко,1,легко,positives,легко,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
много изменений,1,много изменений,neutrals,много изменений,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
неопределенный,1,неопределенный,neutrals,неопределенный,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
океан груммингов,1,океан груммингов,neutrals,океан груммингов,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
отставание,1,отставание,negatives,отставание,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
первый спринт,1,первый спринт,neutrals,первый спринт,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
поздно тестируемый,1,поздно тестируемый,neutrals,поздно тестируемый,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
приемлемо,1,приемлемо,neutrals,приемлемо,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
продуктивно,2,продуктивно,positives,продуктивно,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
сложный,1,тяжелый,neutrals,сложный,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
тяжелый,1,тяжелый,neutrals,тяжелый,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
смена требований,1,смена требований,neutrals,смена требований,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
смена целей,1,смена целей,neutrals,смена целей,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
спокойно,1,спокойно,positives,спокойно,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
хаос,1,хаос,negatives,хаос,Напишите 3 слова или словосочетания отражающие ваше ощущение от прошедшего спринта,25905
балаково,1,балаково,neutrals,балаково,"Мой город/город, где я живу",24032
волгодонск,1,волгодонск,neutrals,волгодонск,"Мой город/город, где я живу",24032
